homograph	wordid	sentence	start	end	orig_idx
mobile	mobile	The initial mobile signature solution in Turkey by Turkcell used Valimo technology to implement the very successful mobile signature solution.	12.0	18.0	7421.0
mobile	mobile	It is available on the web and as mobile apps for the Android and iOS mobile operating systems.	34.0	40.0	7430.0
mobile	mobile_geo	The Confederate vessels Arkansas, General Clark, General Earl Van Dorn, Livingston, Mobile, and Polk were sent to defend the raft.	84.0	90.0	7482.0
mobile	mobile	"Puzzle Agent 2 was the first runner up for ""Best Mobile Game"" in the 1UP.com Best of E3 awards."	49.0	55.0	7474.0
mobile	mobile	Service providers have designed a way to incorporate reloading functions of the mobile broadband.	80.0	86.0	7435.0
mobile	mobile	The mobile version of the game is available in 18 languages.	4.0	10.0	12265.0
mobile	mobile	And we  the mobile mobile society uh			
mobile	mobile	Other versions of ARToolKit have also been ported to Symbian, and Windows Phone to support mobile AR applications.	91.0	97.0	7455.0
mobile	mobile	Challenges of mobile money include security concerns and questions around regulation.	14.0	20.0	7469.0
mobile	mobile	There is a mobile butcher and a mobile fishmonger who each visit once a week.	32.0	38.0	12267.0
mobile	mobile	Image translation is a term related to machine translation services for mobile devices (mobile translation).	88.0	94.0	7443.0
mobile	mobile	University of Louisiana in Lafayette has also created a mobile museum as part of the graduate program in History.	56.0	62.0	7466.0
mobile	mobile	The AT&T Variant has been heavily modified from the unlocked and T-Mobile versions.	67.0	73.0	7420.0
mobile	mobile	These orders are fulfilled from numerous retail channels such as concessions, franchises, catalogue, web, stores and mobile.	117.0	123.0	7454.0
mobile	mobile	As of February 2016, 62% percent of APA searches, posts and activity are done from a mobile device.	85.0	91.0	7429.0
mobile	mobile	After a dispatcher schedules a job, mobile workers receive real-time push technology notifications with job details on their smartphones.	36.0	42.0	7457.0
mobile	mobile	In 1929 a toll bridge was opened which crossed into Mobile.	52.0	58.0	7460.0
mobile	mobile	The school also provides firewalled wireless internet access for students and staff who use their own mobile computers at school.	102.0	108.0	7481.0
mobile	mobile	"S. Alam, J. Noll and D. Roman, ""Semantic Policies for Service Access in Mobile supported Sensor Networks"",Int."	72.0	78.0	7480.0
mobile	mobile	The spine is highly mobile, and is used to push the animal upright if it is accidentally turned over.	20.0	26.0	7473.0
mobile	mobile	One of the models was a fully mobile submarine equipped with an engine built by Miami-based Perry Submarines.	30.0	36.0	7468.0
mobile	mobile	Ceasar and Chuy ringtones, wallpapers, and mobile phone episodes are available through different sources.	43.0	49.0	7486.0
mobile	mobile	Naval Mobile Construction Battalion ONE (NMCB 1), is a United States Navy Seabee battalion.	6.0	12.0	7458.0
mobile	mobile	He used eMobc to build Mobsyte in 2013 in order to create websites optimized for mobile, tablet and desktop.	81.0	87.0	7464.0
mobile	mobile	The telecommunications operator provides internet, mobile and fixed-line voice and data products to consumers and corporate clients in Italy.	51.0	57.0	7453.0
mobile	mobile	Festival-goers could also top up their mobile phones, post special commemorative Oxegen postcards and buy lottery tickets.	39.0	45.0	7485.0
mobile	mobile	One interpretation of this change was that the once mobile group of inhabitants had become sedentary.	52.0	58.0	7467.0
mobile	mobile	Unlike mobile applications, hydrogen density is not a huge problem for stationary applications.	7.0	13.0	7491.0
mobile	mobile	Context awareness is a property of mobile devices that is defined complementarily to location awareness.	35.0	41.0	7476.0
mobile	mobile	The US operated out of a mobile home for the first two years.	25.0	31.0	7432.0
mobile	mobile	Naga is served by landline and mobile phone companies like BayanTel and Digitel of the Philippine Long Distance Telephone Company.	31.0	37.0	7479.0
mobile	mobile	Documents To Go is also available for Microsoft Windows Mobile 5.0 Smartphone and 6 Standard devices.	56.0	62.0	7436.0
mobile	mobile	Ontology customers include Telenor, T-Mobile, BT, Level 3 Communications, Three UK, Vodacom, MBNL, Vodafone, Neotel, Internet Solutions and Telkom SA.	38.0	44.0	7439.0
mobile	mobile	They make use of a mobile ball and liquid ink to produce a smoother line.	19.0	25.0	7412.0
mobile	mobile	Polarons are highly mobile and can diffuse away.	20.0	26.0	12269.0
mobile	mobile	In June 2010, mobile messaging operator Tyntec announced the availability of its high-reliability SMS services for M2M applications.	14.0	20.0	7413.0
mobile	mobile	However, his mobile phone is still working.	13.0	19.0	7444.0
