homograph	wordid	sentence	start	end	orig_idx
alternate	alternate_adj-nou	Season 206/17 Ilya Antonovsky return to the hockey team Saryarka Karaganda Kazakhstan SHL as an alternate captain.	96.0	105.0	684.0
alternate	alternate_adj-nou	"Extravagants Dientes is an alternate recording of ""Casate Colmillo"" which first appeared on the 2011 compilation album Telesterion."	27.0	36.0	642.0
alternate	alternate_adj-nou	The singers divide into two groups of three and each group sings alternate stanzas.	65.0	74.0	716.0
alternate	alternate_adj-nou	It also served as an alternate soundtrack to the 1973 film The Holy Mountain by Alejandro Jodorowsky.	21.0	30.0	647.0
alternate	alternate_adj-nou	Chartered motor coaches were used in the interim as alternate transportation.	52.0	61.0	645.0
alternate	alternate_adj-nou	County Road 189A in southeastern Okaloosa County is a county suffixed alternate of SR 189.	70.0	79.0	643.0
alternate	alternate_adj-nou	"The alternate term ""body color"" is sometimes one word ""bodycolor""."	4.0	13.0	636.0
alternate	alternate_adj-nou	Throughout the film, these two realities are intermixed to produce an alternate reality.	70.0	79.0	11509.0
alternate	alternate_adj-nou	In the alternate Movie themed future of the UK comics, Thrust was indicated to have taken command of the Seekers.	7.0	16.0	718.0
alternate	alternate_adj-nou	Nie was made an alternate member of the 9th Central Committee of the Communist Party of China.	16.0	25.0	670.0
alternate	alternate_adj-nou	The Lost Experience was an alternate reality game that was part of the American television drama Lost.	27.0	36.0	662.0
alternate	alternate_adj-nou	The novels depict an alternate version of Type-0's story.	21.0	30.0	709.0
alternate	alternate_adj-nou	The pirates have trashed the place so John decides to take an alternate route to the alien temple.	62.0	71.0	712.0
alternate	alternate_adj-nou	This provided an alternate, legal method to acquire vehicles only sold overseas.	17.0	26.0	665.0
alternate	alternate_vrb	John Dittrich, Dave Innis, and Paul Gregg alternate as lead vocalists on this album.	42.0	51.0	685.0
alternate	alternate_adj-nou	He was a Botanist who advocated holistic living and alternate scientific approach.	52.0	61.0	673.0
alternate	alternate_adj-nou	It is an alternate reality game and a TV-series first aired in Sweden during the autumn of 2007.	9.0	18.0	688.0
alternate	alternate_adj-nou	The Patriots also have an alternate cap that has a navy blue crown with a maroon brim and button.	26.0	35.0	704.0
alternate	alternate_adj-nou	Chinnamul (alternate spelling Chhinnamul, The Uprooted) was a 1950 Bengali film directed by Nemai Ghosh.	11.0	20.0	710.0
alternate	alternate_vrb	Leaves alternate, toothed in uneven patterns in the top half of the leaf.	7.0	16.0	719.0
alternate	alternate_adj-nou	On the alternate Sundays, his father in law served as the parish's lay leader, while Rev.	7.0	16.0	693.0
alternate	alternate_adj-nou	This issue was never addressed by the Russians; none of their Ilyushins of all types had installed alternate controls.	99.0	108.0	11512.0
alternate	alternate_adj-nou	The instruments in their goals are the Alternate Laws or Alternate Forces.	57.0	66.0	708.0
alternate	alternate_adj-nou	Wang is an alternate member of the 18th Central Committee of the Communist Party of China.	11.0	20.0	11510.0
alternate	alternate_adj-nou	Many elements of the genre have been transplanted into fantasy worlds, particularly those of fantasy of manners and alternate history.	116.0	125.0	635.0
alternate	alternate_adj-nou	Over the next 30 years, Namora appeared in a number of flashbacks and alternate reality stories, including What If?	70.0	79.0	689.0
alternate	alternate_adj-nou	While alternate local roads and other forms of transportation may provide some competition, it is often impractical, especially for goods.	6.0	15.0	679.0
alternate	alternate_adj-nou	The leaves are mostly alternate, rarely opposite, simple and entire.	22.0	31.0	703.0
alternate	alternate_adj-nou	In real life, both the turkey and the alternate are spared.	38.0	47.0	692.0
alternate	alternate_adj-nou	He can construct and operate devices to view and traverse the timestream and alternate dimensions.	77.0	86.0	11508.0
alternate	alternate_adj-nou	The 2012 Blu-ray release features several additional and alternate scenes that were not included in the theatrical release.	57.0	66.0	663.0
alternate	alternate_adj-nou	During that intervening three month period, women are advised to use an alternate contraceptive method.	72.0	81.0	705.0
alternate	alternate_adj-nou	In the novel, she has an alternate history compared to the real George Sand.	25.0	34.0	690.0
alternate	alternate_adj-nou	"The film was released to theaters for a brief theatrical run under the alternate title ""7 Doors of Death."""	71.0	80.0	628.0
alternate	alternate_adj-nou	In the 10-11 school year, Cedar Falls had 17 students, not counting one alternate, selected for All-State band.	72.0	81.0	711.0
alternate	alternate_adj-nou	On October 3, 2008, Heatley was named alternate captain to Daniel Alfredsson, along with defenceman Chris Phillips.	38.0	47.0	629.0
alternate	alternate_adj-nou	Johann Georg Albrechtsberger wrote an alternate Benedictus.	38.0	47.0	640.0
alternate	alternate_adj-nou	Alternate systems that supply navigational data include:Inertial navigation systems.	0.0	9.0	630.0
alternate	alternate_adj-nou	Two years later, she was an alternate for Beatrice Miltenburg's 12th place team.	28.0	37.0	681.0
alternate	alternate_adj-nou	I was an alternate on the case			
alternate	alternate_adj-nou	Brady portrays both the prime and alternate versions.	34.0	43.0	11514.0
alternate	alternate_adj-nou	This half-hour series was broadcast alternate Sundays at 10:30 p.m. (Eastern) from 20 October 1963 to 26 July 1964.	36.0	45.0	660.0
alternate	alternate_adj-nou	G. Schirmer has published several alternate arrangements for Adagio for Strings.	34.0	43.0	650.0
alternate	alternate_adj-nou	Essentially, the idea of God in Caputo's thought is an alternate name for particular manifestations of undeconstructibility.	55.0	64.0	701.0
alternate	alternate_adj-nou	The second alternate was Sloane Stephens, who failed to reach a final, but went deep in Slams.	11.0	20.0	695.0
alternate	alternate_adj-nou	"Take the ""A"" Train was reissued on CD in 2000, with two alternate takes of ""Go Away Blues""."	56.0	65.0	707.0
alternate	alternate_adj-nou	During the Infinity event, alternate-universe Builders destroyed an Earth for the Illuminati.	27.0	36.0	668.0
alternate	alternate_adj-nou	It has alternate, entire smooth leaves and reticulate veins.	7.0	16.0	654.0
alternate	alternate_adj-nou	These monsters live in the Never-Was, an alternate world where they are imprisoned.	41.0	50.0	699.0
alternate	alternate_adj-nou	Within the Funkstown Historic District, the alternate route turns east onto Baltimore Street, then southeast onto Frederick Street.	44.0	53.0	11513.0
alternate	alternate_adj-nou	Some editions of the album include a second disc featuring the all-instrumental version of Pelagial with an alternate mix.	108.0	117.0	672.0
