homograph	wordid	sentence	start	end	orig_idx
lives	lives_vrb	Larsen lives in Fairhope, Alabama, with his wife and their three children.	7.0	12.0	7157.0
lives	lives_nou	We get so involved in our work lives and just social lives and so forth			
lives	lives_nou	This is a uh a couple uh emigrated from China early in in their lives			
lives	lives_nou	They risk their lives every day			
lives	lives_vrb	His wife Ashalata has deserted him and lives in her maternal house with their children.	39.0	44.0	7213.0
lives	lives_nou	Because you  endangering everybody s lives if you if it s something like that			
lives	lives_nou	Two singles were released from The Time of Our Lives.	47.0	52.0	7193.0
lives	lives_nou	The novel's epilogue details the sisters' lives after marriage.	42.0	47.0	7212.0
lives	lives_vrb	Una M. Ryan (born 1966) is a biochemist from Ireland, researching parasites and infectious agents in Australia, where she lives.	122.0	127.0	7209.0
lives	lives_vrb	In 2012 Evangelist Norwood created her own record label Dorothy Norwood Music Group (DNMG)Norwood presently lives in Georgia.	108.0	113.0	7166.0
lives	lives_vrb	After separating from his wife, he lives on a boat parked outside her house.	35.0	40.0	7236.0
lives	lives_vrb	He currently lives in Studio City, California.	13.0	18.0	12239.0
lives	lives_nou	Um looking back like maybe some of the things that I know now I i m not sure I do believe it was worth the cost in dollars and lives			
lives	lives_vrb	Our family ranges from oh goodness well Australia I have a brother lives in Australia to uh boise Idaho and and uh all kinds of places			
lives	lives_nou	And um I i like to uh read about people who have been a successful you know who who made a success of their lives			
lives	lives_vrb	He lives in a little farmhouse on a farm			
lives	lives_nou	And and children s lives were simpler because mother was there			
lives	lives_vrb	And uh she lives in Pennsylvania			
lives	lives_vrb	This concern for equality and humanity extends also to the stranger who lives among the Israelites.	72.0	77.0	7216.0
lives	lives_vrb	So everything that lives around here is real tough			
lives	lives_nou	The player is also awarded extra lives and bombs (except in certain levels) for collecting set quantities of Geoms.	33.0	38.0	7181.0
lives	lives_vrb	Philodromus rufus vibrans is a spider that ambushes its prey and lives in United States and Canada.	65.0	70.0	7219.0
lives	lives_vrb	He currently lives in Nashville, Tennessee with his wife.	13.0	18.0	7214.0
lives	lives_nou	After this, Charlie also remembers their lives on the island, and he and Claire have an emotional reunion.	41.0	46.0	12236.0
lives	lives_vrb	We have family that lives outside of the state			
lives	lives_nou	The epidemic of 1689 claimed 700 lives out of a total population of 4,000.	33.0	38.0	7231.0
lives	lives_nou	The player is given three lives initially and bonus lives are awarded at 20000 points and every 80000 points thereafter.	26.0	31.0	7227.0
lives	lives_vrb	He is married with four children, and lives in France.	38.0	43.0	7203.0
lives	lives_vrb	Snow then lives in the forest, meeting Prince David while robbing him who she nicknames Charming.	10.0	15.0	7223.0
lives	lives_nou	And they said well we just plan on spending the rest of our lives just getting this property developed			
lives	lives_vrb	I have a brother in law that lives in Minnesota			
lives	lives_vrb	Monaghan lives in Contin, Ross-Shire with his wife and daughter.	9.0	14.0	7174.0
lives	lives_vrb	The Carlebach family is a notable Jewish family originally from Germany that now lives all over the world.	81.0	86.0	7226.0
lives	lives_vrb	Cash lives with her husband and son in Chelsea, Manhattan.	5.0	10.0	7150.0
lives	lives_nou	Family and friends are usually well family s tied up with their own lives and things and usually working			
lives	lives_vrb	And then my family lives in Philadelphia now			
lives	lives_nou	They both move on with their own lives.	33.0	38.0	12234.0
lives	lives_vrb	She lives in the Lasalle borough of Montreal, Quebec.	4.0	9.0	7154.0
lives	lives_vrb	He currently lives in Freetown, Sierra Leone.	13.0	18.0	7179.0
lives	lives_vrb	Chris Doyle is a multi-media artist who lives in New York City.	40.0	45.0	7185.0
lives	lives_nou	Even though teachers have other kids lives in their hands and if they come in stoned or they come in drunk			
lives	lives_nou	Momentum is uh driving force in our lives			
lives	lives_nou	But I just think our our family lives have changed drastically			
lives	lives_vrb	The player controls a child, Noah, who lives in a utopia called Eden.	39.0	44.0	7155.0
lives	lives_nou	Some 42,000 North Carolinians lost their lives in the American Civil War.	41.0	46.0	7153.0
lives	lives_vrb	Meanwhile, Jeremy meets Elena, a beautiful Russian woman and occasional marijuana dealer who lives in their building.	93.0	98.0	7168.0
lives	lives_nou	But then again also you ca n't bring back lives that have been taken anyway			
lives	lives_nou	It made such a difference in the lives of a lot of those children.	33.0	38.0	7192.0
