homograph	wordid	sentence	start	end	orig_idx
wound	wound_nou-vrb	For 'tis grievous to wound in the rear the back of a flying man in hostile war.	21.0	26.0	11393.0
wound	wound_nou-vrb	Once they are in the wound site, monocytes mature into macrophages.	21.0	26.0	11368.0
wound	wound_vrb	As such, from early December Australian operations on Timor would be progressively wound down.	83.0	88.0	11381.0
wound	wound_vrb	He eventually wound up in the United States.	14.0	19.0	11358.0
wound	wound_nou-vrb	It was a savage but skilful attack on her from the nature of the wound.	65.0	70.0	12712.0
wound	wound_nou-vrb	Wound and pathogen response appear to be interact negatively.	0.0	5.0	11350.0
wound	wound_nou-vrb	Both men fired their revolvers true and they both died from a gunshot wound seconds later.	70.0	75.0	11398.0
wound	wound_nou-vrb	Army autopsies recorded Fetterman's death wound as a knife slash.	42.0	47.0	11380.0
wound	wound_nou-vrb	In microangiopathy, neuropathy and autoregulation of capillaries leads to poor perfusion of tissues, especially wound base.	112.0	117.0	11376.0
wound	wound_nou-vrb	At the very beginning of the fight he received a wound to his knee which was to prove fatal.	49.0	54.0	11386.0
wound	wound_vrb	In the end, CBS wound up losing approximately half a billion dollars from their television contract with Major League Baseball.	16.0	21.0	11404.0
wound	wound_nou-vrb	Two of the hacker's men catch up and wound Hathaway, who manages to kill them.	37.0	42.0	11375.0
wound	wound_nou-vrb	In 1982, he belatedly received the Purple Heart for the wound he received on 26 August 1918.	56.0	61.0	11383.0
wound	wound_nou-vrb	The secretome of peripheral blood mononuclear cells (PBMCs) has been shown to improve wound healing in mice.	86.0	91.0	12713.0
wound	wound_nou-vrb	Simon, despite his fears, bravely tries to fight it off, suffering a wound in the process.	69.0	74.0	11378.0
wound	wound_vrb	So wound up back about two hundred miles aware away from where we started out			
wound	wound_nou-vrb	Mickey survives, but unfortunately, the hit from the alcohol bottle and a deep stab wound ends Maggie's life.	84.0	89.0	11353.0
wound	wound_nou-vrb	They also cleanse the wound by secreting proteases that break down damaged tissue.	22.0	27.0	11387.0
wound	wound_nou-vrb	At that time, Arjuna, under the direction of Krishna, shoots many arrows at Karnan that severely wound him.	97.0	102.0	12707.0
wound	wound_vrb	Unlike most engines, which have nested coil springs wound from round wire.	52.0	57.0	11399.0
wound	wound_vrb	And he  he wound up pull			
wound	wound_nou-vrb	To Europe and his band the wound seemed superficial.	27.0	32.0	11392.0
wound	wound_vrb	So it s uh wound up that uh we  the old folks now			
wound	wound_vrb	It ceased to function, at the latest, during the French Revolution, but may well have been wound up before then.	91.0	96.0	11390.0
wound	wound_nou-vrb	On February 4, 2016, Mirra died from an apparent self-inflicted gunshot wound in Greenville, North Carolina.	72.0	77.0	11414.0
wound	wound_vrb	Ariadne is sometimes represented in vase-paintings with the thread wound on her spindle.	67.0	72.0	11433.0
wound	wound_vrb	Some of the $600,000 that Lowden had spent had wound up in the pockets of two convention delegates.	47.0	52.0	11354.0
wound	wound_nou-vrb	These include poor wound care, an elderly, diabetic or immune-compromised patient or a virulent or antibiotic resistant pathogen.	19.0	24.0	11370.0
wound	wound_nou-vrb	The authors concluded that optimization of the local wound environment was significantly influenced through cleansing with polyhexanide solution.	53.0	58.0	11359.0
wound	wound_nou-vrb	His doctors commented in their report on how clean Marvin's head wound was, given the circumstances.	65.0	70.0	11428.0
wound	wound_vrb	We  wound up sending in one			
wound	wound_vrb	But neither of them wound up going over which I think they were very happy for			
wound	wound_vrb	I wish uh it had started a long time ago is the problem because we  so wound up in the in the system that we  got that you know trying to convert over			
wound	wound_nou-vrb	This wound is susceptible to disease and decay, and could lead to reduced trunk stability.	5.0	10.0	11436.0
wound	wound_nou-vrb	He survived the war despite at least three wounds, which was the minimum required to win the Silver Wound Badge.	100.0	105.0	11372.0
wound	wound_vrb	Above it, both sexes tend to wear a cloak, laid across the shoulders or wound around the torso.	72.0	77.0	12704.0
wound	wound_nou-vrb	The evidence regarding wound healing is contradictory.	23.0	28.0	11425.0
wound	wound_vrb	By 1990 Quadrex Holdings had been wound down and was officially dissolved in 1999.	34.0	39.0	12710.0
wound	wound_nou-vrb	He is severely burned, except for a small rectangle over his heart where there is an arrow wound.	91.0	96.0	11355.0
wound	wound_nou-vrb	After 9.00 p.m., taxicab driver Sidney George Spicer was found dead from a gunshot wound on Thruxton Down, near Andover.	83.0	88.0	11367.0
wound	wound_nou-vrb	This severe infection may occur regardless of whether the infection began from contaminated food or an open wound.	108.0	113.0	11427.0
wound	wound_nou-vrb	There was a gunshot wound in his right temple and a revolver was found alongside the body.	20.0	25.0	11360.0
wound	wound_vrb	His screen career had wound down by 1942, but he made one final appearance in the 1951 film Soldiers Three.	22.0	27.0	11371.0
wound	wound_nou-vrb	In the end, Phil and Mrs. Hayden were both dead and Spenser's wound was torn open again.	62.0	67.0	11395.0
wound	wound_nou-vrb	Any illness, injury, or fatal wound was healed without scarring by the portrait.	30.0	35.0	11384.0
wound	wound_nou-vrb	Gus was found dead from a self-inflicted gunshot wound in the home.	49.0	54.0	11406.0
