homograph	wordid	sentence	start	end	orig_idx
conflict	conflict_nou	Hundreds of thousands of Karen and other ethnic groups have been killed in the conflict.	79.0	87.0	2348.0
conflict	conflict_nou	In the event of a major conflict, Australia was to serve in a role akin to coastal artillery.	24.0	32.0	2332.0
conflict	conflict_nou	It is said that about 1000 years ago, the King had a conflict with a Bohemian nobleman.	53.0	61.0	2360.0
conflict	conflict_nou	The conflict continued until 1461, when Mehmed asked the Prince to come to Constantinople and negotiate with him.	4.0	12.0	2355.0
conflict	conflict_nou	This conflict was to be the catalyst for him immediately leaving the government.	5.0	13.0	2343.0
conflict	conflict_nou	He has been wounded in conflict, captured, and is being held in a prisoner camp in Rock Island, Illinois.	23.0	31.0	2357.0
conflict	conflict_nou	Kemp, Adriana, Israelis in conflict: hegemonies, identities and challenges, Sussex Academic Press, 2004, p 155Yuval Azoulay and Yulie Khromchenko (2005-09-04).	27.0	35.0	2408.0
conflict	conflict_nou	However, compulsive buying has negative effects which include financial debt, psychological issues, and interpersonal and marital conflict.	130.0	138.0	2395.0
conflict	conflict_nou	The media reported that La Bella believed there was clearly an appearance of a conflict of interest by Reno.	79.0	87.0	2337.0
conflict	conflict_nou	In many locations, agencies may face unclear or overlapping authority, increasing conflicts and delaying conflict resolution.	105.0	113.0	2366.0
conflict	conflict_nou	Seeing his son serve in such a conflict only resulted in strengthening his own anti-militaristic views further.	31.0	39.0	2409.0
conflict	conflict_nou	Differences are more a matter of mutual curiosity rather than conflict.	62.0	70.0	2353.0
conflict	conflict_nou	Prior to the prolonged conflict, Girdi Kas was famous for its agricultural production.	23.0	31.0	11700.0
conflict	conflict_nou	As of February 2013, this remains the longest solely Green Beret battle of the Afghanistan conflict.	91.0	99.0	2335.0
conflict	conflict_nou	The Howard G. Buffett Foundation supports projects in the areas of agriculture, nutrition, water, humanitarian, conservation, and conflict/unaccompanied persons.	130.0	138.0	2328.0
conflict	conflict_nou	Human Rights Watch, a U.S.-based group, accused both sides in the conflict of torture and war crimes.	66.0	74.0	2334.0
conflict	conflict_nou	Ethnic conflict and civic life: Hindus and Muslims in India.	7.0	15.0	2324.0
conflict	conflict_nou	Due to the conflict, there are currently two Libyan embassies in Malta.	11.0	19.0	2388.0
conflict	conflict_nou	Henry considered the Saxon question settled, but the Investiture conflict would quickly undo the peace.	65.0	73.0	2342.0
conflict	conflict_nou	After this both Sweden and Novgorod engage in the long conflict over dominance of Karelians and their lands.	55.0	63.0	2394.0
conflict	conflict_nou	Thus, the conflict between Lithuania and Muscovy was only just beginning.	10.0	18.0	11701.0
conflict	conflict_nou	One of the things that I found interesting last year during the uh the gulf conflict was a sentiment against uh peter arnett who had stayed in Iraq and was presenting uh some of the things that were available			
conflict	conflict_nou	The Neva Regiment took heavy losses during the conflict.	47.0	55.0	2378.0
conflict	conflict_vrb	Throughout his tenure, he defended the right of the Fed to take actions that would sometimes conflict with presidential desires.	93.0	101.0	2338.0
conflict	conflict_nou	The album was recorded amidst inter-band conflict and failed to chart.	41.0	49.0	2396.0
conflict	conflict_nou	1990 a report of Meichsner about a conflict between two female philosophers at Cologne university gained nationwide coverage.	35.0	43.0	2401.0
conflict	conflict_nou	The deep southern half was however a Sinhala stronghold in perpetual conflict with the Cholas.	69.0	77.0	2392.0
conflict	conflict_nou	Elected with the cooperation of the APRA, conflict soon arose between the President and Haya de la Torre.	42.0	50.0	2349.0
conflict	conflict_nou	The outcome dictates how we refer to a given conflict.	45.0	53.0	11706.0
conflict	conflict_nou	Instead, Pryor merely removes all memory of the conflict.	48.0	56.0	2364.0
conflict	conflict_nou	On 27 March 1991, final talks were held in the town of Drietabbetje, effectively putting an end to the conflict.	103.0	111.0	2397.0
conflict	conflict_nou	Fourth-generation warfare (4GW) is conflict characterized by a blurring of the lines between war and politics, combatants and civilians.	35.0	43.0	2399.0
conflict	conflict_nou	However, he came into conflict with Bhima and died in the conflict.	22.0	30.0	2390.0
conflict	conflict_nou	Well back during the viet nam conflict that no one will will have the guts enough to call a real war			
conflict	conflict_nou	The British Empire (including Nova Scotia) declared itself neutral in the conflict.	74.0	82.0	2358.0
conflict	conflict_nou	After Hasanwayh's death, conflict broke out between several of his sons.	25.0	33.0	2333.0
conflict	conflict_nou	The two Nordic countries were in conflict with each other for about five hundred years.	33.0	41.0	2379.0
conflict	conflict_nou	In the meantime the conflict had widened out into the War of the Austrian Succession.	20.0	28.0	2373.0
conflict	conflict_nou	Shlapentokh, Vladimir, and Chliapentokh, Dmitry (1993), Soviet Cinematography, 1918-1991: Ideological Conflict and Social Reality, pp.	102.0	110.0	2393.0
conflict	conflict_nou	Legislative acts of parliament in conflict with the Constitution are subsequently annulled by the Constitutional Court.	34.0	42.0	2403.0
conflict	conflict_nou	In the conflict between the two factions several of Ferrers's men were killed.	7.0	15.0	2383.0
conflict	conflict_nou	Since the 16th century there has been sectarian conflict of varying intensity between Roman Catholics and Protestants in Ireland.	48.0	56.0	2387.0
conflict	conflict_vrb	He often comes to conflict with Therkla when her crush on Elan interferes with Kubota's orders.	18.0	26.0	2384.0
conflict	conflict_nou	This conflict was one of the main causes of Cleopatra's fall from power shortly afterward.	5.0	13.0	2371.0
conflict	conflict_nou	At the high point of the conflict, over 40,000 British and Commonwealth troops were stationed in Malaya.	25.0	33.0	2327.0
conflict	conflict_nou	So we have a conflict of interests on the weekend			
conflict	conflict_nou	During the conflict, the IRA took on the role of policing in some Catholic/nationalist areas of Northern Ireland.	11.0	19.0	11699.0
conflict	conflict_nou	The Drumcree conflict or Drumcree standoff is an ongoing dispute over yearly parades in the town of Portadown, Northern Ireland.	13.0	21.0	2380.0
conflict	conflict_nou	And I think the issue should be settled before there s a conflict			
conflict	conflict_nou	This violent conflict has roots in the political turmoil arising out of differences over the succession to Muhammad.	13.0	21.0	2331.0
conflict	conflict_nou	And they say that uh that there was  that there was like a conflict between her and him uh that they never really could get her into uh any character that they could use			
conflict	conflict_nou	They had conflict in part because of the slave girl's inexperience at heavy domestic tasks, including laundry.	9.0	17.0	2382.0
conflict	conflict_nou	Conflict between these groups typically occurs when group one becomes passive aggressive or group two becomes outwardly aggressive.	0.0	8.0	2361.0
conflict	conflict_nou	This policy, along with other disputes, brought Thebes into conflict with Sparta.	60.0	68.0	2389.0
conflict	conflict_nou	Protecting resources as well as attempting to obtain resources are both a cause for conflict.	84.0	92.0	2402.0
conflict	conflict_nou	Dark Lord characters do not often engage in direct conflict with protagonists.	51.0	59.0	2325.0
conflict	conflict_nou	Although this conflict occurred in what is now Canada, the militias involved were formed mostly of Americans.	14.0	22.0	2391.0
conflict	conflict_nou	Conflict had arisen between defensive coordinator Buddy Ryan and offensive coordinator Kevin Gilbride.	0.0	8.0	2362.0
conflict	conflict_nou	The event was filmed almost 21 years after the Falklands Conflict.	57.0	65.0	11697.0
conflict	conflict_nou	Daming's (Chew Chor Meng) wife, Meimei (Pan Lingling), is constantly in conflict with her daughter-in-law, Meizhen (Sora Ma).	72.0	80.0	2372.0
conflict	conflict_nou	It is America that wants this conflict to go on.	30.0	38.0	2322.0
conflict	conflict_nou	The southern region is primarily drought prone but also affected by insecurity and active conflict.	90.0	98.0	2386.0
conflict	conflict_nou	This however brought him into conflict both within his own party as well at Het Parool.	30.0	38.0	2346.0
conflict	conflict_nou	The US Dodd-Frank Act was supposed to help bring about the end of conflict diamonds and minerals in the US.	66.0	74.0	2351.0
conflict	conflict_nou	One hundred and thirty three international players were killed during the conflict.	74.0	82.0	2406.0
conflict	conflict_nou	There is no record of any kind of internal conflict between members.	43.0	51.0	2365.0
conflict	conflict_nou	You mean in the in the most recent conflict			
