homograph	wordid	sentence	start	end	orig_idx
close	close_adj-nou	During sexual reproduction, mating with a close relative (inbreeding) often leads to inbreeding depression.	42.0	47.0	1801.0
close	close_adj-nou	Each of the plantations are located either adjacent to, or in close proximity to the Congo River.	62.0	67.0	1790.0
close	close_adj-nou	Simpson lost a very close points decision as referee Phil Edwards scored the bout 115-114 in favour of Williams.	20.0	25.0	1850.0
close	close_adj-nou	He was very close from Italian giants Juventus, but a dramatic car accident in Cairo set back this move.	12.0	17.0	1860.0
close	close_adj-nou	They can not close off the Mexican border not because it s physically impossible but because the explosion that would take place in Mexico would be uh uh would spill over to this country			
close	close_adj-nou	In May 2010 Cardiff University announced that the Academy would close because of a lack of funds.	64.0	69.0	1845.0
close	close_adj-nou	The Kuvari and Chambal Rivers run close to Kailaras city.	34.0	39.0	1789.0
close	close_adj-nou	Latin you know is very very very close to spanish			
close	close_adj-nou	Laura asks her close friend, Tiffany Hill to be Lulu's godmother.	15.0	20.0	1815.0
close	close_adj-nou	And we are so close to shopping			
close	close_adj-nou	But uh I guess it s close enough			
close	close_vrb	In Texas I m serious if it gets cold and it looks like it s going to rain I i swear they close everything down			
close	close_vrb	Postflight investigation found that the oxidizer isolation valve had failed to close after the first burn.	79.0	84.0	1798.0
close	close_adj-nou	"The term ""Gandhian economics"" was coined by J. C. Kumarappa, a close supporter of Gandhi."	63.0	68.0	1786.0
close	close_adj-nou	That the people that worked there were very were very interested that to make it as close a home environment as possible			
close	close_adj-nou	Ai even says though Yuichiro will not admit it, Mina and he are very close and share a strong friendship.	69.0	74.0	1788.0
close	close_adj-nou	Though uh Washington I think is uh close by			
close	close_adj-nou	"He has reconciled himself to her dedication to Christ and she reassures him that they will always be close ""companions""."	101.0	106.0	1859.0
close	close_adj-nou	And of course we were close enough that we could go back and get some more blankets and things in the morning			
close	close_adj-nou	How do you feel about them I mean since you  kind of been close to that			
close	close_adj-nou	The power station is located in Buseruka Village, close to the eastern shores of Lake Albert.	50.0	55.0	1873.0
close	close_adj-nou	Gelotia is close to the salticid genera Cocalus and Mintonia.	11.0	16.0	1837.0
close	close_adj-nou	I mean I  never seen two cats so close			
close	close_adj-nou	So it s getting close			
close	close_adj-nou	It when I came on it was great because I had never had anything even close to what what they offered			
close	close_adj-nou	It is close to Newlands Stadium, which is a rugby union and football venue.	6.0	11.0	1844.0
close	close_adj-nou	The plan was to hide 500 infantry and horsemen in small groups close to the city.	63.0	68.0	11645.0
close	close_adj-nou	The Llenlleney'ten are mostly Secwepemc ethnically, but have close family ties and shared cultural traditions with the Tsilhqot'in.	61.0	66.0	1822.0
close	close_adj-nou	They used sands dredged close to shore.	24.0	29.0	1833.0
close	close_adj-nou	Sheesh Mahal was reserved for personal use by the imperial family and close aides.	70.0	75.0	1834.0
close	close_adj-nou	The tendency is aggravated by objects close to the eye, drawing focus closer.	38.0	43.0	11642.0
close	close_adj-nou	Phillip was content to have Justin and Jackie as stepparents and became close to both.	72.0	77.0	1828.0
close	close_adj-nou	In this round of rioting, Musa Makaniki, a close disciple of Maitatsine, emerged as a leader and Marwa's successor.	43.0	48.0	1826.0
close	close_adj-nou	Nazo's father paid close attention to her education and upbringing.	19.0	24.0	1832.0
close	close_adj-nou	While Syaoran's feelings quickly developed into romantic, Sakura remained naive and simply thought of him as a close friend.	111.0	116.0	1840.0
close	close_adj-nou	The state of the school now is extremely close to how it was once decorated.	41.0	46.0	1814.0
close	close_adj-nou	While highly violent and skilled in close quarters combat, he does not allow drug use or sales within his gang.	36.0	41.0	1852.0
close	close_adj-nou	See and here in lubbock everything s so close			
close	close_adj-nou	I live here because it s close to the university			
close	close_vrb	I love to just lay back on the couch and and turn a good good instrumental on and just close my eyes and listen			
close	close_adj-nou	Second, the vehicle operates very close to the ground, rather than in free air.	34.0	39.0	1872.0
close	close_adj-nou	Ever since Emmett's death she had a close relationship with many African-American media outlets.	36.0	41.0	1821.0
close	close_adj-nou	Judge's Hill stands close to the Hag or Bowhill Burn.	20.0	25.0	1851.0
close	close_adj-nou	Sydney broke the trend of close games between the sides winning this match 16.11.	26.0	31.0	1831.0
close	close_adj-nou	Close-range anti-submarine defense was provided by two twin 12.75-inch (324 mm) Mk 32 torpedo tubes.	0.0	5.0	1802.0
close	close_adj-nou	In 2002, Krebs survived a close Republican primary election to her political challenger, Larry Helminiak, receiving 52% of the vote.	26.0	31.0	1862.0
close	close_adj-nou	Well we live uh pretty close to the mesquite golf course			
close	close_adj-nou	Close to the east portals is a 130-foot (40 m) tunnel underpass carrying SW 18th Avenue.	0.0	5.0	11640.0
close	close_adj-nou	Nunnery Colliery was a coal mine close to the city centre of Sheffield, South Yorkshire.	33.0	38.0	1842.0
close	close_adj-nou	Although Creighton had a large circle of friends, he did not form any close friendships with women during this time.	70.0	75.0	1863.0
close	close_adj-nou	Single molecule localization with super-resolution imaging techniques requires the specific delivery of fluorophores into close proximity with a target protein.	122.0	127.0	1791.0
close	close_adj-nou	In Carinthia similar policy was conducted by Wilhelm Schick, Gauleiter's close associate.	73.0	78.0	1810.0
close	close_adj-nou	While program and support partners have close relationships, each operates as an independent legal entity.	40.0	45.0	1827.0
close	close_adj-nou	We are not anywhere close to the age the Beatles were.	20.0	25.0	1856.0
close	close_adj-nou	By this time, Engima has clocked close to an estimated 30 million sales worldwide.	33.0	38.0	1829.0
close	close_adj-nou	His death went unnoticed in the media and was quietly buried in Islamabad with close family members attending his funeral.	79.0	84.0	1847.0
close	close_vrb	In June 2010, the hospital announced it would close on July 2, 2010, and file for bankruptcy.	46.0	51.0	1811.0
close	close_adj-nou	Ezio also finds out that his close allies, Luis Santangel and Raphael Sanchez, are in fact Assassins themselves.	29.0	34.0	1857.0
close	close_adj-nou	An extreme close up lets the detail of the scratching be more easily seen.	11.0	16.0	1804.0
close	close_adj-nou	It is close to the Bibi ka Alawa, HEH Nizam's Museum, Salarjung Museum.	6.0	11.0	11643.0
close	close_adj-nou	After giving birth, the mother stays close to the pups in the den, while the rest of the pack hunts.	37.0	42.0	1848.0
close	close_adj-nou	Those manoeuvres were to reach other planets also orbiting close to the ecliptic, so they were mostly in-plane changes.	59.0	64.0	1843.0
close	close_adj-nou	The exact reasoning for this disruption of the close association between cluster and vessels remains unknown.	47.0	52.0	11639.0
close	close_adj-nou	I mean obviously if someone of mine who has close died I d probably feel differently			
